step	loss
0	0.7276728749275208
1	0.6495492458343506
2	0.6463364362716675
3	0.6393352150917053
4	0.6247387528419495
5	0.6164313554763794
6	0.6020770072937012
7	0.5941644310951233
8	0.6046562790870667
9	0.5858706831932068
